epoch	left_pid	left_rxq	left_drops	right_pid	right_rxq	right_drops
1786946020.410052419	33	0	188	41	0	23
1786946020.529806998	33	0	188	41	0	23
1786946020.653917942	33	0	188	41	0	23
1786946020.777004060	33	0	188	41	0	23
1786946020.899992247	33	0	188	41	0	23
1786946021.027274466	33	0	188	41	0	23
1786946021.146826661	33	0	188	41	0	23
1786946021.266088578	33	0	188	41	0	23
1786946021.389679320	33	0	188	41	0	23
1786946021.513149411	33	0	188	41	0	23
1786946021.632939827	33	0	188	41	0	23
1786946021.756179867	33	0	188	41	0	23
1786946021.885540077	33	0	188	41	0	23
1786946022.005085203	33	0	188	41	0	23
1786946022.128049506	33	0	188	41	0	23
1786946022.247483111	33	0	188	41	0	23
1786946022.367389813	33	0	188	41	0	23
1786946022.487138148	33	0	188	41	0	23
1786946022.619092346	33	0	188	41	0	23
1786946022.742071120	33	0	188	41	0	23
1786946022.869529879	33	0	188	41	0	23
1786946022.995384600	33	0	188	41	0	23
1786946023.114510037	33	0	188	41	0	23
1786946023.242060773	33	0	188	41	0	23
1786946023.365165322	33	0	188	41	0	23
1786946023.487665867	33	0	188	41	0	23
1786946023.615455469	33	0	188	41	0	23
1786946023.738221758	33	0	188	41	0	23
1786946023.862377833	33	0	188	41	0	23
1786946023.985167052	33	0	188	41	0	23
1786946024.107953881	33	0	188	41	0	23
1786946024.228136309	33	0	188	41	0	23
1786946024.347877587	33	0	188	41	0	23
1786946024.474403146	33	0	188	41	0	23
1786946024.600388544	33	0	188	41	0	23
1786946024.726970744	33	0	188	41	0	23
1786946024.846103025	33	0	188	41	0	23
1786946024.965895311	33	0	188	41	0	23
1786946025.099838293	33	0	188	41	0	23
1786946025.221671604	33	0	188	41	0	23
1786946025.351520005	33	0	188	41	0	23
1786946025.470791220	33	0	188	41	0	23
1786946025.590629571	33	0	188	41	0	23
1786946025.711058540	33	0	188	41	0	23
1786946025.830373366	33	0	188	41	0	23
1786946025.950206458	33	0	188	41	0	23
1786946026.074892782	33	0	188	41	0	23
1786946026.198366877	33	0	188	41	0	23
1786946026.318371925	33	0	188	41	0	23
1786946026.438862441	33	0	188	41	0	23
1786946026.558717877	33	0	188	41	0	23
1786946026.678518310	33	0	188	41	0	23
1786946026.801952604	33	0	188	41	0	23
1786946026.921600124	33	0	188	41	0	23
1786946027.049139282	33	0	188	41	0	23
1786946027.172523307	33	0	188	41	0	23
1786946027.292216843	33	0	188	41	0	23
1786946027.411921340	33	0	188	41	0	23
1786946027.531527175	33	0	188	41	0	23
1786946027.650937738	33	0	188	41	0	23
1786946027.770300426	33	0	188	41	0	23
1786946027.890103692	33	0	188	41	2304	23
1786946028.010116755	33	0	188	41	0	23
1786946028.133404712	33	0	188	41	0	23
1786946028.256852671	33	0	188	41	0	23
1786946028.376196377	33	0	188	41	0	23
1786946028.495686105	33	0	188	41	0	23
1786946028.618636393	33	0	188	41	0	23
1786946028.738393753	33	0	188	41	0	23
1786946028.861416437	33	0	188	41	0	23
1786946028.981054914	33	0	188	41	0	23
1786946029.100766178	33	0	188	41	0	23
1786946029.219984385	33	0	188	41	0	23
1786946029.343305713	33	0	188	41	0	23
1786946029.470959687	33	0	188	41	0	23
1786946029.590170136	33	0	188	41	0	23
1786946029.709793336	33	0	188	41	0	23
1786946029.829666912	33	0	188	41	0	23
1786946029.953528642	33	0	188	41	0	23
1786946030.072946453	33	0	188	41	0	23
1786946030.192597998	33	0	188	41	0	23
1786946030.312346159	33	0	188	41	0	23
1786946030.435172976	33	0	188	41	0	23
1786946030.558438250	33	2304	188	41	0	23
1786946030.678160631	33	0	188	41	0	23
1786946030.801094287	33	0	188	41	0	23
1786946030.920794367	33	0	188	41	0	23
1786946031.044099174	33	0	188	41	0	23
1786946031.163241169	33	0	188	41	0	23
1786946031.282311987	33	0	188	41	0	23
1786946031.401871285	33	0	188	41	0	23
1786946031.530351702	33	0	188	41	0	23
1786946031.650068504	33	0	188	41	0	23
1786946031.769331193	33	0	188	41	0	23
1786946031.888096957	33	0	188	41	0	23
1786946032.015368528	33	0	188	41	0	23
1786946032.134802653	33	0	188	41	0	23
1786946032.253977142	33	0	188	41	0	23
1786946032.373271755	33	0	188	41	0	23
1786946032.496831949	33	0	188	41	0	23
1786946032.619853428	33	0	188	41	0	23
1786946032.739537390	33	0	188	41	0	23
1786946032.859148046	33	0	188	41	0	23
1786946032.987025994	33	0	188	41	0	23
1786946033.107051995	33	0	188	41	0	23
1786946033.233752231	33	0	188	41	0	23
1786946033.353359253	33	0	188	41	0	23
1786946033.480610388	33	0	188	41	0	23
1786946033.599826503	33	0	188	41	0	23
1786946033.719274259	33	0	188	41	0	23
1786946033.839027315	33	0	188	41	0	23
1786946033.958872645	33	0	188	41	0	23
1786946034.082036367	33	0	188	41	0	23
1786946034.201865699	33	0	188	41	0	23
1786946034.321743164	33	0	188	41	0	23
1786946034.448551430	33	0	188	41	0	23
1786946034.568321766	33	0	188	41	0	23
1786946034.687567578	33	0	188	41	0	23
1786946034.807436353	33	0	188	41	0	23
1786946034.934415867	33	0	188	41	0	23
1786946035.054077877	33	0	188	41	0	23
1786946035.175906303	33	0	188	41	0	23
1786946035.295677799	33	0	188	41	0	23
1786946035.422577208	33	0	188	41	0	23
1786946035.541878939	33	0	188	41	0	23
1786946035.661307160	33	0	188	41	0	23
1786946035.790649413	33	0	188	41	0	23
1786946035.910475387	33	0	188	41	0	23
1786946036.030639850	33	0	188	41	0	23
1786946036.157129742	33	0	188	41	0	23
1786946036.276672661	33	0	188	41	0	23
1786946036.396552612	33	0	188	41	0	23
1786946036.516388794	33	0	188	41	0	23
1786946036.636215447	33	0	188	41	0	23
1786946036.755123207	33	0	188	41	0	23
1786946036.875387161	33	0	188	41	0	23
1786946036.994476066	33	0	188	41	0	23
1786946037.113513671	33	0	188	41	0	23
1786946037.233268992	33	0	188	41	0	23
1786946037.352851629	33	0	188	41	0	23
1786946037.483883333	33	0	188	41	0	23
1786946037.603098238	33	0	188	41	0	23
1786946037.722772101	33	0	188	41	0	23
1786946037.842382261	33	0	188	41	0	23
1786946037.962018413	33	0	188	41	0	23
1786946038.088447869	33	0	188	41	0	23
1786946038.212181112	33	0	188	41	0	23
1786946038.335442356	33	0	188	41	0	23
1786946038.454857587	33	0	188	41	0	23
1786946038.578346651	33	0	188	41	0	23
1786946038.697336949	33	0	188	41	0	23
1786946038.820433142	33	0	188	41	0	23
1786946038.940267590	33	0	188	41	0	23
1786946039.060045460	33	0	188	41	0	23
1786946039.179830620	33	0	188	41	0	23
1786946039.299796922	33	0	188	41	0	23
1786946039.419490867	33	0	188	41	0	23
